Time,bandwidth,delay
18:58.8,34.35789053,
18:58.9,27.83998735,
18:59.0,28.8652,
18:59.1,31.39446154,
18:59.2,58.42250619,
18:59.3,71.54781395,
18:59.4,52.09814485,
18:59.5,33.71910565,
18:59.6,34.41940476,
18:59.7,26.34554662,
18:59.8,33.76072,
18:59.9,35.19191308,
19:00.0,48.14225352,
19:00.1,41.25046154,
19:00.2,38.12930556,
19:00.3,39.86335025,
19:00.4,41.84981359,
19:00.5,46.59351017,
19:00.6,49.21136972,
19:00.7,45.93006482,
19:00.8,52.3309434,
19:00.9,59.82547518,
19:01.0,58.66074074,
19:01.1,46.29333333,
19:01.2,47.13054015,
19:01.3,62.14616651,
19:01.4,74.69185841,
19:01.5,64.39381703,
19:01.6,54.73570445,
19:01.7,62.1781146,
19:01.8,55.48949407,
19:01.9,60.68349865,
19:02.0,44.78317431,
19:02.1,38.90963519,
19:02.2,36.02581818,
19:02.3,40.59569231,
19:02.4,38.29128676,
19:02.5,39.42478652,
19:02.6,37.31013843,
19:02.7,36.01681505,
19:02.8,24.96603047,
19:02.9,30.15008877,
19:03.0,60.03435644,
19:03.1,47.1709839,
19:03.2,47.6595,
19:03.3,46.44105802,
19:03.4,53.39802222,
19:03.5,62.52017486,
19:03.6,63.9085567,
19:03.7,60.58304385,
19:03.8,54.40967586,
19:03.9,56.0714029,
19:04.0,56.31087815,
19:04.1,57.71698113,
19:04.2,48.33029148,
19:04.3,57.63333333,
19:04.4,39.31609756,
19:04.5,54.49462069,
19:04.6,45.68869098,
19:04.7,30.81901235,
19:04.8,30.99343977,
19:04.9,37.73586098,
19:05.0,39.85848739,
19:05.1,42.69681955,
19:05.2,40.495,
19:05.3,42.56,
19:05.4,41.86608696,
19:05.5,54.39241379,
19:05.6,31.97428571,
19:05.7,28.46152753,
19:05.8,31.27467456,
19:05.9,36.03823691,
19:06.0,40.14912387,
19:06.1,46.96397351,
19:06.2,52.15405941,
19:06.3,56.91827957,
19:06.4,39.00316514,
19:06.5,29.99768744,
19:06.6,32.71286109,
19:06.7,35.28030973,
19:06.8,28.60354293,
19:06.9,22.06936631,
19:07.0,25.4968,
19:07.1,36.71832197,
19:07.2,16.57549979,
19:07.3,19.51551724,
19:07.4,26.43753757,
19:07.5,40.252,
19:07.6,22.09615904,
19:07.7,32.38536039,
19:07.8,30.55517185,
19:07.9,30.60708779,
19:08.0,27.91272727,
19:08.1,32.15040277,
19:08.2,26.35972509,
19:08.3,26.05114374,
19:08.4,22.80991899,
19:08.5,22.88495623,
19:08.6,31.43444444,
19:08.7,28.33230248,
19:08.8,23.79014085,
19:08.9,21.51065734,
19:09.0,19.41711291,
19:09.1,31.24892139,
19:09.2,29.74173228,
19:09.3,46.06500511,
19:09.4,30.71826238,
19:09.5,26.46491228,
19:09.6,23.00441379,
19:09.7,22.50947003,
19:09.8,11.28668263,
19:09.9,11.0430076,
19:10.0,11.39688098,
19:10.1,15.51651943,
19:10.2,16.07302845,
19:10.3,14.99438925,
19:10.4,18.89964837,
19:10.5,28.97468647,
19:10.6,22.23803252,
19:10.7,20.97986492,
19:10.8,15.24924694,
19:10.9,20.47274611,
19:11.0,17.10145594,
19:11.1,18.48300429,
19:11.2,23.13783072,
19:11.3,19.67705813,
19:11.4,18.57607062,
19:11.5,20.86271197,
19:11.6,18.74820421,
19:11.7,19.63473086,
19:11.8,27.43787476,
19:11.9,23.24263736,
19:12.0,22.47131187,
19:12.1,19.65354882,
19:12.2,22.70981744,
19:12.3,19.69857534,
19:12.4,36.17407942,
19:12.5,18.31609337,
19:12.6,23.88238267,
19:12.7,25.54210325,
19:12.8,15.74411594,
19:12.9,30.95441536,
19:13.0,27.73926357,
19:13.1,24.58923291,
19:13.2,24.75485915,
19:13.3,29.21429553,
19:13.4,33.24191138,
19:13.5,29.5422508,
19:13.6,28.58033088,
19:13.7,30.04320875,
19:13.8,26.88602151,
19:13.9,33.28922252,
19:14.0,32.25965054,
19:14.1,19.24048682,
19:14.2,18.7977892,
19:14.3,24.09430548,
19:14.4,19.9016568,
19:14.5,21.16322917,
19:14.6,19.65855395,
19:14.7,20.05382168,
19:14.8,22.10760636,
19:14.9,19.89301893,
19:15.0,19.67027778,
19:15.1,18.08930766,
19:15.2,17.97422501,
19:15.3,23.26416638,
19:15.4,25.58690909,
19:15.5,24.08443439,
19:15.6,23.6631357,
19:15.7,22.34356142,
19:15.8,27.1490625,
19:15.9,26.1275,
19:16.0,26.93925366,
19:16.1,37.50527123,
19:16.2,36.33034338,
19:16.3,31.30252408,
19:16.4,30.43750949,
19:16.5,30.47352964,
19:16.6,34.64239349,
19:16.7,24.76959202,
19:16.8,33.87399464,
19:16.9,26.83175019,
19:17.0,26.35056111,
19:17.1,25.43655617,
19:17.2,39.95265747,
19:17.3,39.65708679,
19:17.4,28.34191063,
19:17.5,31.56323471,
19:17.6,26.07194074,
19:17.7,20.4507824,
19:17.8,34.25929078,
19:17.9,34.47477848,
19:18.0,31.82845624,
19:18.1,35.86401751,
19:18.2,29.42422609,
19:18.3,25.01553064,
19:18.4,28.18974818,
19:18.5,38.42650253,
19:18.6,37.80714715,
19:18.7,35.17680547,
19:18.8,30.48416938,
19:18.9,29.00803456,
19:19.0,33.39680601,
19:19.1,23.83641745,
19:19.2,26.71207611,
19:19.3,24.87062775,
19:19.4,36.87096559,
19:19.5,26.68746404,
19:19.6,28.087472,
19:19.7,30.40296875,
19:19.8,28.8325812,
19:19.9,24.19478199,
19:20.0,27.06513661,
19:20.1,25.54935271,
19:20.2,29.40505213,
19:20.3,33.30677165,
19:20.4,37.48966396,
19:20.5,34.02130952,
19:20.6,29.19728691,
19:20.7,26.70651018,
19:20.8,31.24661261,
19:20.9,42.78362832,
19:21.0,36.40848819,
19:21.1,34.15270962,
19:21.2,23.36321018,
19:21.3,29.85219691,
19:21.4,30.45862375,
19:21.5,35.69491749,
19:21.6,31.6155205,
19:21.7,32.64497418,
19:21.8,29.43649289,
19:21.9,25.22886598,
19:22.0,28.79509434,
19:22.1,23.47188822,
19:22.2,28.77104105,
19:22.3,22.77149265,
19:22.4,22.58256502,
19:22.5,19.53580284,
19:22.6,22.61517958,
19:22.7,34.71543253,
19:22.8,26.06382199,
19:22.9,26.15117255,
19:23.0,26.15645545,
19:23.1,21.3353723,
19:23.2,18.32697326,
19:23.3,27.86167488,
19:23.4,30.58336989,
19:23.5,26.76298266,
19:23.6,28.77505215,
19:23.7,19.52226601,
19:23.8,21.35431687,
19:23.9,20.77619461,
19:24.0,31.95162901,
19:24.1,30.61316517,
19:24.2,28.77035959,
19:24.3,23.19253697,
19:24.4,19.50970528,
19:24.5,27.72010253,
19:24.6,32.42644337,
19:24.7,18.75348837,
19:24.8,24.40979558,
19:24.9,29.72177905,
19:25.0,36.46524272,
19:25.1,34.32012903,
19:25.2,40.2887106,
19:25.3,38.51498783,
19:25.4,38.32176024,
19:25.5,42.95913129,
19:25.6,40.52487069,
19:25.7,43.34273664,
19:25.8,56.4114947,
19:25.9,63.45647395,
19:26.0,50.71759354,
19:26.1,64.12351097,
19:26.2,66.89357901,
19:26.3,55.59282127,
19:26.4,43.19126023,
19:26.5,47.91237323,
19:26.6,56.82789974,
19:26.7,44.28428369,
19:26.8,43.35084871,
19:26.9,40.2624536,
19:27.0,39.70916545,
19:27.1,32.47517472,
19:27.2,37.83675945,
19:27.3,33.94313873,
19:27.4,44.89313559,
19:27.5,44.00076496,
19:27.6,48.20590164,
19:27.7,50.76428331,
19:27.8,40.38603619,
19:27.9,40.46891923,
19:28.0,36.05291667,
19:28.1,34.32839803,
19:28.2,28.11322528,
19:28.3,27.9425,
19:28.4,35.38640264,
19:28.5,28.65251897,
19:28.6,35.86139535,
19:28.7,38.648367,
19:28.8,35.31896129,
19:28.9,39.62622222,
19:29.0,38.14026846,
19:29.1,40.76931884,
19:29.2,35.31111111,
19:29.3,42.5120038,
19:29.4,38.95061093,
19:29.5,39.5900111,
19:29.6,38.20774828,
19:29.7,45.10621203,
19:29.8,42.24899911,
19:29.9,41.75393939,
19:30.0,51.40634499,
19:30.1,53.2,
19:30.2,45.2923431,
19:30.3,55.77857143,
19:30.4,42.88073009,
19:30.5,43.30819672,
19:30.6,44.94039348,
19:30.7,39.11525941,
19:30.8,39.03918367,
19:30.9,32.20743363,
19:31.0,30.3956621,
19:31.1,26.23905605,
19:31.2,25.50286195,
19:31.3,33.07401869,
19:31.4,35.16029643,
